"","Site","Context","Pit","Layer","No.","Position","New_Layer","Part","Weight","H_Rim","Hight","Thick1_Rim","Thick2_Rim","Thick1_Neck","Thick2_Neck","Thick1_Body","Thick2_Body","Diameter1_Rim","Diameter2_Rim","Diameter1_Neck","Diameter2_Neck","Diameter1_Body","Diameter2_Body","rim_form","紋飾/口緣","紋飾/腹片","紋飾/其他","特殊記載","紋飾特色","temper","texture","abundence","fireing core","sherd texture","curventure","緣內抹修","內頸","備註","出土說明","腹部","Grid","phase","layer2","filename"
"193","KWL","P","P067","L4","008","A","4","rim","88.5","20","52+","3","2","4.5","4",2.2,"2.5","121",118,"93",101,NA,NA,"平唇,缺下腹及底","疑直行紋","木梯紋.直折線紋","繫痕不明顯","折線痕似w, 痕粗淺","口部紋飾模糊","sand","fine","sparse","4","fine",NA,NA,NA,"緣口內外略煙炱痕,有特殊記載",NA,"腹圍不足","AT4P10","post-e","04","P06704008"
"194","KWL","P","P067","L4","080","B","4","pot or steamer","192.5","19","116+","4.3","3.5","4.5",NA,2.5,"2.5","115",117.5,"101",102,"155",NA,"平唇厚,器較厚,製作良好","木梯紋","木梯紋.菱格紋.木梯紋.菱格紋.木梯紋.菱格紋.","繫痕細多",NA,"紋飾清楚,菱格小,不同紋飾間隔短","sand","fine","sparse","4","fine","7.8",NA,NA,"內外腹煙炱痕外口緣亦有,色黑,質地較硬",NA,"有腹圍","AT4P10","post-e","04","P06704080"
"195","KWL","P","P067","L6","002","A","6","rim","85","19","52+","2.5","3","4","4.4000000000000004",2,"2.5","113",115.5,"96",95,NA,NA,"平唇略外翻折,外口緣溢土,缺下腹及底","菱格紋","直行紋.折線紋.直行紋","繫痕",NA,"紋飾深,菱格小","sand","fine","sparse","4, 2","fine",NA,NA,NA,"質地脆,斷面部分十分平整",NA,"腹圍不足","AT4P10","pre-e","06","P06706002"
"196","KWL","P","P067","L6","144","D","6","rim","57","22","96+","2.8","3.5","4","3.7",1.9,"1.2","115",NA,"100",NA,"162",NA,"平唇,缺底","菱格紋","直行紋.折線紋.直行紋.折線紋","繫痕",NA,NA,"sand","fine","medium","4","fine","6.7",NA,NA,"內外煙炱痕,質地較軟",NA,"推測","AT4P10","pre-e","06","P06706144"
"197","KWL","P","P071","L2","109","B","2","base","159",NA,"82+",NA,NA,NA,NA,3,"2",NA,NA,NA,NA,"152",NA,"缺口緣","na","平行紋.橫菱格紋.豎菱格紋","na",NA,"底部菱紋成同心圓式拍印","sand","fine","sparse","底1腹4","fine","7.85",NA,NA,"內外腹煙炱痕,內腹指壓痕明顯",NA,"有腹圍","AT5P1","ch-con","02","P07102109"
"198","KWL","P","P071","L5","630","D","4","pot or steamer","89","19","107+","3.9","3.1","5","4.5",2.5,"1.8","120",NA,"100",NA,"150",NA,"平唇厚,缺底","正方格紋","木梯紋.菱格紋折線紋","繫痕",NA,"正方格紋小而細緻","sand","fine","medium","1","fine","8.6999999999999993",NA,NA,"內外腹煙炱痕,內腹指壓痕明顯,質地較軟",NA,"推測","AT5P1","post-e","05","P07105630"
"199","KWL","P","P071","L5","822","D","4","pot or steamer","72","17","79+","3.8","3.2","4.5","4",2.1,"1.7","110",NA,"94",NA,"147",NA,"平唇厚,外口緣溢土,缺底,口厚身薄","菱格紋","木梯紋.菱格紋折線紋","繫痕",NA,"紋飾分布排列與630同","sand","fine","sparse","4","fine","7.65",NA,NA,"內腹指壓痕明顯",NA,"有腹圍","AT5P1","post-e","05","P07105822"
"200","KWL","P","P071","L6","577","C","4","pot or steamer","84.5","17","118+","2.7","2.2000000000000002","5","4.5",2.3,"2.7","120",NA,"101.5",NA,"150",NA,"平唇外翻折","正方格紋","木梯紋.折線紋.木梯紋.折線紋","繫痕",NA,"口部紋飾模糊","sand","fine","medium","4","fine","8.8000000000000007",NA,NA,"內外腹略煙炱痕,質地較軟, 砂粗",NA,NA,"AT5P1","post-e","06","P07106577"
"201","KWL","P","P071","L6","578","C","4","pot","61.5","19","122+","1.7","2.2999999999999998","3.4","3.7",2.3,"2","115",NA,"102.5",NA,"144",NA,"平唇,外口緣溢土,器薄","折線紋","複菱格紋.折線紋.複菱形紋.折線紋","繫痕",NA,NA,"sand","fine","sparse","4","fine","8.6999999999999993",NA,NA,"內腹指壓痕明顯",NA,NA,"AT5P1","post-e","06","P07106578"
"202","KWL","P","P071","L6","580","C","4","pot or steamer","89","20","117+","3.5","2.8","4.5","4",3,"3.5","120",NA,"100",NA,"145.5",NA,"平唇","菱格紋","平行紋.直行紋","繫痕",NA,"腹部直平行紋寬似編織紋","sand","fine","sparse","1","fine","8.8000000000000007",NA,NA,"外腹略煙炱痕,內腹指壓痕明顯",NA,NA,"AT5P1","post-e","06","P07106580"
"203","KWL","P","P071","L8","010","A","5","pot","116","22","98+","2","2.5","4.5","4.7",3.2,"2.7","116",NA,"100",NA,"134",NA,"平唇外翻折,外口緣溢土,缺底","似編織紋?或木梯紋","平行紋.直行紋","繫痕",NA,"紋飾深,口部紋飾特殊但模糊,腹部紋寬似編織紋","sand","fine","sparse","2","fine","9.3000000000000007",NA,NA,"內外腹略煙炱痕,內口緣略煙,內腹指壓痕明顯,近泥質",NA,"有腹圍","AT5P1","pre-e","08","P07108010"
"204","KWL","P","P071","L8","011","A","5","pot","108","18","108+","2.1","1.6","5","4",3,"3.5","112",NA,"98",NA,"132",NA,"圓唇外翻折,缺底","菱格紋","折線紋.線狀菱形紋","繫痕","g2,兩斜紋似X, 右撇","腹部紋飾特殊似平行紋組成, 紋飾較細緻","sand","fine","medium","1,4","fine","8.5",NA,NA,"外底略煙炱痕,內腹指壓痕明顯,有特殊記載粗且深,砂粗",NA,"推測","AT5P1","pre-e","08","P07108011"
"205","KWL","P","P071","L8","135","D","5","pot or steamer","74","21","38+","2.2000000000000002","1.6","4","4.3",NA,NA,"120",115.5,"96",93,NA,NA,"圓唇略外翻,缺底","菱格紋","平行紋","繫痕",NA,"口部部分紋飾模糊,菱格細緻","sand","fine","medium","1","fine","na",NA,NA,"砂粗",NA,"腹圍不足","AT5P1","pre-e","08","P07108135"
"206","KWL","P","P071","L8","136","D","5","pot or steamer","79","16","105+","2.1","1.7","4.5","4.3",2.5,"2","110",NA,"94",NA,"135",NA,"圓唇略外翻折","菱格紋","直行紋.菱格紋.豎折線紋","繫痕",NA,"口部紋飾模糊,菱格細緻","sand","fine","medium","4","fine","8.85",NA,"抹平","外底略煙炱痕,內腹指壓痕明顯,砂粗","08","推測","AT5P1","pre-e","08","P07108136"
"207","KWL","P","P071","L8","152","D","5","pot","103.5","20","93+","3","1.8","3.5","2",2,"1.5","120",NA,"110",NA,"147",NA,"平唇略外翻,器薄,缺底","菱格紋","直行紋.波浪紋.直行紋.波浪紋","繫痕",NA,"底部波浪紋成同心圓式拍印","sand","fine","sparse","5","fine","10.1",NA,"抹平","內外略煙炱痕,內底煙炱黑,內腹指壓痕明顯,質地較軟,泥質","09","推測","AT5P1","pre-e","08","P07108152"
"208","KWL","P","P071","L8","157","D","5","pot or steamer","63","18","87+","3","2","4","3.7",2,NA,"121",NA,"100",NA,"160",NA,"平唇外翻折,缺底,口不平","無","折線紋.菱格紋","繫痕",NA,"口部素面無紋,腹部折線紋細,菱格大","sand","fine","medium","4","fine","na",NA,NA,"內外腹煙炱痕,內腹指壓痕明顯,質地較軟,砂較粗","10","腹圍不足","AT5P1","pre-e","08","P07108157"
"209","KWL","P","P071","L9","049","D","6","bowl","121.5",NA,"48","2",NA,NA,NA,6,NA,"130",NA,NA,NA,NA,NA,"唇略外翻折,斜弧腹,矮圈足",NA,NA,"繫痕",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"無煙炱痕,內腹轉底指壓痕明顯","二橫木下，剖",NA,"AT5P1","pre-e","09","P07109049"
"210","KWL","P","P072","L6","051","C","2","pot or steamer","156","20","100+","5.8","4.2","5.2","4.5",3.5,"4.2","110",111.5,"98",99,"160",NA,"平唇厚,器厚,缺底","複合三角紋","複合三角紋.橫菱格紋.複合三角紋.橫菱格紋.","繫痕",NA,"紋飾特殊,清楚,複合三角紋為直紋加兩平行線內夾 \///","sand","fine","sparse","1","fine","na",NA,"圓弧","外佈煙炱痕,外口緣全黑,質地較硬",NA,"推測","AT5P2","ch-con","06","P07206051"
"211","KWL","P","P072","L9","198","D","4","pot or steamer","178.5","20","113+","5","3.5","4.5","4.2",3,"4","122",NA,"115",NA,"180",NA,"平唇厚,口近直,器厚,缺底","長方格紋","長方格紋.複合折線紋.菱格紋","繫痕",NA,"紋飾特殊,清楚.複合折線紋兩排疑似反方向拍印成菱形,兩平行線內夾循環V","sand","fine","sparse","4","fine",NA,NA,"圓弧,部分未抹平","內外腹煙炱痕,色黑,外口緣亦有,內腹指壓痕明顯,腹二層,內頸補土未抹平疑似口腹接合製作, 腹一圈似黑碳",NA,"推測","AT5P2","post-e","09","P07209198"
"212","KWL","P","P072","L10","375","D","4","pot or steamer","67","16","89+","2.5","2.2999999999999998","4.5","4.5",2.5,"3","120",NA,"103",NA,"146",NA,"平唇,缺底","折線紋","平行紋.直行紋.折線紋","繫痕",NA,NA,"sand","fine","medium","4","fine",NA,NA,"圓弧","內腹指壓痕明顯,近泥質,部分砂粗",NA,"推測","AT5P2","post-e","10","P07210375"
"213","KWL","P","P072","L11","394","D","5","pot","61.5","17","111+","2.5","2","3.2","3.3",2.4,"2.5","110",NA,"102",NA,"144",NA,"平唇略外翻折,口短, 外緣土溢","菱格紋","直行紋.波浪紋.直行紋.波浪紋","繫痕",NA,"紋飾清楚","sand","fine","medium","4","fine","8.1",NA,"圓弧","外佈煙炱痕,外口緣些許 , 砂較粗",NA,"推測","AT5P2","pre-e","11","P07211394"
"214","KWL","P","P073","L11","100","B","5","pot","148.5","19","122","4.5","3","4.5","5",2.5,"2.6","120",NA,"110",NA,"167",NA,"平圓唇厚,底近平,腹寬,器扁","直行紋","直行紋.菱格紋.直行紋.菱格紋","繫痕",NA,"口部紋飾模糊","sand","fine","sparse","1,4","fine","8.4",NA,"圓弧","內外佈煙炱痕,外口緣黑,色黑,內腹指壓痕明顯, 緣內輪圈明顯",NA,"推測","AT5P3","post-e","11","P07311100"
"215","KWL","P","P073","L12","005","A","5","pot or steamer","108.5","17","98+","3.5","2.8","3.6","4",3.5,"2.5","104",NA,"88",NA,"138",NA,"平唇,缺底","平行紋","直行紋.波浪紋.折線紋","繫痕",NA,NA,"sand","fine","medium","4","fine","9.3000000000000007",NA,"圓弧","內外腹煙炱痕,內腹指壓痕明顯,質地較軟.部分砂粗",NA,"推測","AT5P3","pre-e","12","P07312005"
"216","KWL","P","P073","L12","049","B","5","pot or steamer","63","16","103+","3","2.5","4","3.8",2.5,"3","117",NA,"102",NA,"151",NA,"平唇","平行紋","木梯紋.菱格紋","繫痕",NA,NA,"sand","fine","sparse","2","fine","8.25",NA,"圓弧","外腹略煙炱痕,部分砂粗",NA,"推測","AT5P3","pre-e","12","P07312049"
"217","KWL","P","P073","L12","177","B","5","pot or steamer","86","16","68+","2","2.5","3.5","4",2,"2.5","110",NA,"93",NA,"145",NA,"圓唇,缺底","平行紋","木梯紋.直行紋.木梯紋","繫痕",NA,"紋飾清楚而深,頸部有齒狀印痕,似為下腹直平行紋拍板末端的壓印痕跡","sand","fine","medium","1,4","fine","na",NA,"抹平","內外腹煙炱痕,內腹指壓痕明顯,口腹二層,質地較軟,部分砂粗",NA,"推測","AT5P3","pre-e","12","P07312177"
"218","KWL","P","P073","L13","057","C","6","pot or steamer","129","22","75+","3","3.3","5.5","5.3",2.5,NA,"129",129.5,"113",113.5,"180",NA,"平唇略外翻折,口厚,缺下腹及底","菱格紋","直行紋.菱格紋.直行紋.折線紋","繫痕",NA,NA,"sand","fine","medium","4","fine","na",NA,"圓弧","內外佈煙炱痕,口緣內外稍有,部分砂粗",NA,"推測","AT5P3","pre-e","13","P07313057"
"219","KWL","P","P073","L14","011","C","6","pot","84.5","21","137+","2.2999999999999998","1.8","4.5","4.5",2,"2.5","120",NA,"107",NA,"160",NA,"平唇略外翻折","菱格紋","折線紋.平行紋.折線紋","繫痕",NA,"平行紋分散疊壓在波浪紋上,紋飾深,菱格小","sand","fine","sparse","1","fine","7.1",NA,"圓弧,部分折角","外腹略煙炱痕,內腹指壓痕明顯,泥質",NA,"推測","AT5P3","pre-e","14","P07314011"
"220","KWL","P","P073","L14","038","C","6","pot","141","16","117+","1.5","1.3","4","3.5",2.5,"3","120",NA,"100",NA,"140",NA,"尖唇外翻,口緣外溢土,器薄","折線紋","直行紋.折線紋.直行紋.折線紋.直行紋","繫痕",NA,"紋飾細緻,折線紋疊壓在直平行紋上","sand","fine","medium","1","fine","10",NA,"圓弧","內外腹煙炱痕,內外口緣稍有,內腹指壓痕明顯,未燒透?",NA,"推測","AT5P3","pre-e","14","P07314038"
"221","KWL","P","P073","L14","058","C","6","pot","110.5",NA,"115",NA,NA,"2","2.4",1.7,"1.3",NA,NA,"90",NA,"135",NA,"器薄,缺唇","不明","直行紋","繫痕",NA,"腹部紋飾細緻,口部紋飾模糊","sand","fine","sparse","1","fine","8.25",NA,"圓弧","外腹煙炱痕,內腹及底指壓痕明顯",NA,"推測","AT5P3","pre-e","14","P07314058"
"222","KWL","P","P074","L6","167","B","3","base","128.5",NA,"77+",NA,NA,NA,NA,2.2,"1.8",NA,NA,NA,NA,"168",NA,"缺口及上腹","na","直行紋.平行紋","na",NA,NA,"sand","fine","sparse","4","fine","na",NA,"na","外底煙炱痕,內腹指壓痕明顯,外腹局部壓凹",NA,"有","AT5P4AB","post-e","06","P07406167"
"223","KWL","P","P074","L6","167","B","3","base","128.5",NA,"77+",NA,NA,NA,NA,2.2,"1.8",NA,NA,NA,NA,"168",NA,"缺口及上腹","na","直行紋.平行紋","na",NA,NA,"sand","fine","sparse","4","fine","na",NA,"na","外底煙炱痕,內腹指壓痕明顯,外腹局部壓凹",NA,"有","AT5P4CD","post-e","06","P07406167"
"224","KWL","P","P074","L8","040","A","4","pot","115",NA,"113+",NA,NA,"7.6","6.6",5,"4.8",NA,NA,"140",NA,"210",NA,"缺口及底, 器厚","未抹平, 似無紋","直行紋.菱格紋.平行紋.菱格紋","繫痕",NA,"紋飾深,口部痕跡特殊","sand","fine","sparse","1","fine","7.5",NA,"圓弧稍抹平","內外腹略煙炱痕,口內外似未抹平",NA,"皆推測","AT5P4AB","post-e","08","P07408040"
"225","KWL","P","P074","L8","040","A","4","pot","115",NA,"113+",NA,NA,"7.6","6.6",5,"4.8",NA,NA,"140",NA,"210",NA,"缺口及底, 器厚","未抹平, 似無紋","直行紋.菱格紋.平行紋.菱格紋","繫痕",NA,"紋飾深,口部痕跡特殊","sand","fine","sparse","1","fine","7.5",NA,"圓弧稍抹平","內外腹略煙炱痕,口內外似未抹平",NA,"皆推測","AT5P4CD","post-e","08","P07408040"
"226","KWL","P","P074","L8","305","A","4","base","89",NA,"117+",NA,NA,NA,NA,1.6,"1.5",NA,NA,NA,NA,NA,NA,"缺口緣","na","木梯紋.菱格紋","na",NA,"分大小菱格,中腹小菱格壓在大菱格間","sand","fine","sparse","1","fine","8.3000000000000007",NA,"na","外腹略煙炱痕,外腹局部壓凹,指壓痕",NA,"腹圍不足","AT5P4AB","post-e","08","P07408305"
"227","KWL","P","P074","L8","305","A","4","base","89",NA,"117+",NA,NA,NA,NA,1.6,"1.5",NA,NA,NA,NA,NA,NA,"缺口緣","na","木梯紋.菱格紋","na",NA,"分大小菱格,中腹小菱格壓在大菱格間","sand","fine","sparse","1","fine","8.3000000000000007",NA,"na","外腹略煙炱痕,外腹局部壓凹,指壓痕",NA,"腹圍不足","AT5P4CD","post-e","08","P07408305"
"228","KWL","P","P074","L8","498","C","4","pot","83","23","115+","2.5","3","4","3.8",2,"2.2999999999999998","105",NA,"87",NA,"131",NA,"平唇","菱格紋","平行紋.菱格紋.波浪紋","繫痕",NA,"菱形紋壓在平行紋和波浪紋間","sand","fine","medium","4","fine","8.8000000000000007",NA,"圓弧","內外腹煙炱痕",NA,"推測","AT5P4AB","post-e","08","P07408498"
"229","KWL","P","P074","L8","498","C","4","pot","83","23","115+","2.5","3","4","3.8",2,"2.2999999999999998","105",NA,"87",NA,"131",NA,"平唇","菱格紋","平行紋.菱格紋.波浪紋","繫痕",NA,"菱形紋壓在平行紋和波浪紋間","sand","fine","medium","4","fine","8.8000000000000007",NA,"圓弧","內外腹煙炱痕",NA,"推測","AT5P4CD","post-e","08","P07408498"
"230","KWL","P","P074","L9","065","A","4","pot or steamer","66","18","102+","2.2999999999999998","1.9","3.5","3.7",2,"1.8","120",NA,"105",NA,"160",NA,"圓唇,器薄,缺底","菱格紋","直行紋.波浪紋.平行紋.波浪紋","繫痕",NA,"波浪角度與弧度較折線小且圓弧","sand","fine","sparse","4","fine","8.35",NA,"圓弧,部分稍抹平","內腹指壓痕明顯",NA,"推測","AT5P4AB","post-e","09","P07409065"
"231","KWL","P","P074","L9","065","A","4","pot or steamer","66","18","102+","2.2999999999999998","1.9","3.5","3.7",2,"1.8","120",NA,"105",NA,"160",NA,"圓唇,器薄,缺底","菱格紋","直行紋.波浪紋.平行紋.波浪紋","繫痕",NA,"波浪角度與弧度較折線小且圓弧","sand","fine","sparse","4","fine","8.35",NA,"圓弧,部分稍抹平","內腹指壓痕明顯",NA,"推測","AT5P4CD","post-e","09","P07409065"
"232","KWL","P","P074","L9","066","A","4","pot or steamer","144.5","19","110+","3","2.5","3.5","4",3,"3.3","120",NA,"100",NA,"150",NA,"平唇,口緣土外溢","正方格紋","直行紋.波浪紋","繫痕",NA,"波浪間距7mm,方格小又似繩紋,拍板末端痕","sand","fine","sparse","4","fine","7.3",NA,"圓弧,部分稍抹平","內外腹煙炱痕,口內外稍有,內腹指壓痕明顯,近泥質",NA,"推測","AT5P4AB","post-e","09","P07409066"
"233","KWL","P","P074","L9","066","A","4","pot or steamer","144.5","19","110+","3","2.5","3.5","4",3,"3.3","120",NA,"100",NA,"150",NA,"平唇,口緣土外溢","正方格紋","直行紋.波浪紋","繫痕",NA,"波浪間距7mm,方格小又似繩紋,拍板末端痕","sand","fine","sparse","4","fine","7.3",NA,"圓弧,部分稍抹平","內外腹煙炱痕,口內外稍有,內腹指壓痕明顯,近泥質",NA,"推測","AT5P4CD","post-e","09","P07409066"
"234","KWL","P","P074","L9","602","D","4","pot","33.5","18","128+","2.5","2.6","2.5","3",1.5,"1.5","120",NA,"105",NA,"140",NA,"平唇,器薄","正方格紋","直行紋.波浪紋.直行紋.波浪紋","繫痕深",NA,"紋飾清楚,直平行紋內有細密橫紋","sand","fine","sparse","1","fine","na",NA,"圓弧,部分稍抹平","質地脆,有內腹指壓痕",NA,"推測","AT5P4AB","post-e","09","P07409602"
"235","KWL","P","P074","L9","602","D","4","pot","33.5","18","128+","2.5","2.6","2.5","3",1.5,"1.5","120",NA,"105",NA,"140",NA,"平唇,器薄","正方格紋","直行紋.波浪紋.直行紋.波浪紋","繫痕深",NA,"紋飾清楚,直平行紋內有細密橫紋","sand","fine","sparse","1","fine","na",NA,"圓弧,部分稍抹平","質地脆,有內腹指壓痕",NA,"推測","AT5P4CD","post-e","09","P07409602"
"236","KWL","P","P074","L10","111","B","5","pot or steamer","83.5","19","105+","2.5","2.7","3.5","4",2,"2","120",NA,"99",NA,"160",NA,"圓唇,器薄,缺底","正方格紋","平行紋.折線紋.平行紋.折線紋.","繫痕",NA,"部分平行紋未對齊或相接","sand","fine","medium","1,4","fine","8.15",NA,"抹平","內佈煙炱痕,內口稍有,近底局部露胎,內腹指壓痕明顯,砂粗",NA,"推測","AT5P4AB","pre-e","10","P07410111"
"237","KWL","P","P074","L10","111","B","5","pot or steamer","83.5","19","105+","2.5","2.7","3.5","4",2,"2","120",NA,"99",NA,"160",NA,"圓唇,器薄,缺底","正方格紋","平行紋.折線紋.平行紋.折線紋.","繫痕",NA,"部分平行紋未對齊或相接","sand","fine","medium","1,4","fine","8.15",NA,"抹平","內佈煙炱痕,內口稍有,近底局部露胎,內腹指壓痕明顯,砂粗",NA,"推測","AT5P4CD","pre-e","10","P07410111"
"238","KWL","P","P074","L12","014","A","6","pot or steamer","93","17","96+","2","2.5","3.4","3.7",2.2,"2.6","120",NA,"102",NA,"133",NA,"圓唇外翻折","直行紋","直行紋.折線紋","繫痕細多",NA,"直行紋僅頸下一小節且細緻","sand","fine","sparse","1","fine","10.4",NA,"折角","內外腹略煙炱痕,內腹指壓痕明顯",NA,"皆有","AT5P4AB","pre-e","12","P07412014"
"239","KWL","P","P074","L12","014","A","6","pot or steamer","93","17","96+","2","2.5","3.4","3.7",2.2,"2.6","120",NA,"102",NA,"133",NA,"圓唇外翻折","直行紋","直行紋.折線紋","繫痕細多",NA,"直行紋僅頸下一小節且細緻","sand","fine","sparse","1","fine","10.4",NA,"折角","內外腹略煙炱痕,內腹指壓痕明顯",NA,"皆有","AT5P4CD","pre-e","12","P07412014"
"240","KWL","P","P074","L12","043","D","6","pot","97.5","15","126+","2.5","1.8","3.5","3.5",2.2,"1.9","120",NA,"100",NA,"158",NA,"平唇外翻折,口緣土外溢,底薄","菱格紋","正方格紋.直行紋.正方格紋.直行紋","繫痕不明顯",NA,"正方格紋斜印,部分未對齊,方格細緻","sand","fine","sparse","1,4","fine","9.5",NA,"抹平","內外腹略煙炱痕,內腹指壓痕明顯,外腹有壓凹處,一側未燒透",NA,"推測","AT5P4AB","pre-e","12","P07412043"
"241","KWL","P","P074","L12","043","D","6","pot","97.5","15","126+","2.5","1.8","3.5","3.5",2.2,"1.9","120",NA,"100",NA,"158",NA,"平唇外翻折,口緣土外溢,底薄","菱格紋","正方格紋.直行紋.正方格紋.直行紋","繫痕不明顯",NA,"正方格紋斜印,部分未對齊,方格細緻","sand","fine","sparse","1,4","fine","9.5",NA,"抹平","內外腹略煙炱痕,內腹指壓痕明顯,外腹有壓凹處,一側未燒透",NA,"推測","AT5P4CD","pre-e","12","P07412043"
